,generation,best_fitness,worst_fitness,feasible,average_fitness,std_fitness
0,0,8560.123837864308,569569910.3688903,True,-25560530.596285924,79424341.12263317
1,1,8142.451636843431,301879928.1733074,True,-9232761.95731525,35317993.14332057
2,2,8142.451636843431,74568107.90813978,True,-2716237.2358723036,9643447.062474385
3,3,8024.356911711877,76224324.97213082,True,-4942987.919548129,14529810.802047499
4,4,7992.286863251889,50368266.10826491,True,-1279206.434586293,7052520.913379965
5,5,7972.934769907379,108291136.7925342,True,-3622399.4374306924,16497914.472653065
6,6,7911.86211181329,123351373.48454711,True,-3025759.6416354575,15955270.89589649
7,7,7911.86211181329,137505948.47021553,True,-3163070.251244409,16758052.195970288
8,8,7911.86211181329,60661682.208002575,True,-2299935.09585504,8723755.888122613
9,9,7845.416509838518,12498114.523074389,True,-505112.83392045915,1988148.2531634523
10,10,7338.946074707689,17775717.808747023,True,-714574.8675867387,2638929.4352079043
11,11,7338.436977556963,17641751.760409337,True,-648301.1939917783,2294940.3217731924
12,12,7135.133517045312,48119542.738631226,True,-1614915.52216306,7280854.432147018
13,13,6969.486467817601,41756636.63932937,True,-1095605.719444948,5597422.261691827
14,14,6969.486467817601,212809698.31421643,True,-3851517.3310035025,23232803.718887676
15,15,6968.2562189422015,139022241.73634663,True,-2171220.426312985,14891790.899560103
16,16,6910.371699423227,119230396.02800287,True,-3254378.907368293,14588406.824014133
17,17,6762.890004548749,110801240.4920974,True,-1872586.3813867215,12335486.566561658
18,18,6762.890004548749,117757169.17289567,True,-2024368.6030187325,12785012.174811866
19,19,6757.504280511882,10735928.354212085,True,-511264.1652655288,1803941.8939645994
20,20,6624.6600044691895,143872528.59890676,True,-5607589.500901696,23351004.54995262
21,21,6624.6600044691895,14994834.24562049,True,-596587.3785624242,2216952.976560517
22,22,6567.086990845842,78567115.07399294,True,-3140044.766382171,11174674.436481405
23,23,6510.641483858741,67139595.18980852,True,-1983955.224375803,9505452.55085768
24,24,6337.23083633325,124898049.87987272,True,-4362401.278142381,16770542.71597987
25,25,6336.912794587449,224987939.13264883,True,-7636782.528528185,37354368.578164525
26,26,6335.850737346149,55759529.737978615,True,-2979446.5858831014,9329185.464066552
27,27,6245.118767836025,90185154.04357518,True,-3819726.762433141,14968176.319896022
28,28,6245.118767836025,23409534.713939708,True,-786664.7229457659,3220214.6845497647
29,29,6245.118767836025,109862214.81269257,True,-2121810.356482622,12033116.044178188
30,30,6164.269657451269,38257057.90696588,True,-1416708.3383929394,5651947.226937181
31,31,6124.922235073674,29037538.648116846,True,-1053746.051633137,4563488.533921505
32,32,6104.36730672426,106970025.11045887,True,-3586552.182488238,14105028.285999836
33,33,6104.36730672426,85114591.87300105,True,-2479822.317525004,12025383.722803045
34,34,6104.36730672426,97330183.30683185,True,-2579238.031460389,12642546.881806573
35,35,6082.463070594198,48522838.26611942,True,-1297344.8132795568,5722549.786828225
36,36,6082.463070594198,97719891.98151772,True,-4330319.523950086,17521334.63611804
37,37,5999.587125014681,40012736.18229576,True,-1628237.5474012587,5754973.6162709985
38,38,5891.589028540374,65700781.46118066,True,-1451839.0571003668,7498259.322941314
39,39,5891.589028540374,123614389.09928504,True,-3237117.030210431,15698002.126545772
40,40,5808.672074722555,19911613.29293521,True,-838021.0636209163,3293450.298439058
41,41,5786.867208904956,141773873.47588658,True,-4664650.343091823,20834559.012056097
42,42,5786.867208904956,86781393.31105638,True,-3515966.7634327887,13515766.70825726
43,43,5738.942512321918,27672201.332619682,True,-1401287.9372335973,4966617.289401506
44,44,5724.331525935825,263782001.49882355,True,-3756751.447556974,27802472.89330953
45,45,5715.46689959405,37119947.81337064,True,-1175141.4394788286,4867764.668636469
46,46,5715.46689959405,64042563.76941662,True,-1674098.6533770454,8504362.588857707
47,47,5687.469297443146,11219231.728773152,True,-288607.1715909342,1375477.2144565794
48,48,5685.389749187289,55995339.99562607,True,-1141790.2091533486,6680270.746037551
49,49,5676.118202292411,75826246.48525892,True,-3790704.190678176,12481970.064487113
50,50,5675.572532298874,49589939.74971207,True,-1011153.6917770889,5538428.393955221
51,51,5673.999776922576,75486760.17709029,True,-3746414.6000619233,13547229.58990711
52,52,5673.309095712988,75191561.8276647,True,-1805042.5188590458,9678593.380278468
53,53,5673.309095712988,89711104.32453579,True,-1824255.2534835914,10107402.112820486
54,54,5673.309095712988,70462174.18581143,True,-4254209.208422058,13807465.723636897
55,55,5625.449073741615,115872736.7924517,True,-3455613.6347173457,15537130.641002605
56,56,5447.5739098055565,179110044.511059,True,-4089654.679212674,21065493.406229634
57,57,5447.5739098055565,46439739.87651373,True,-2225286.9282925297,7826143.188109381
58,58,5447.282710035138,57569817.82584166,True,-2984992.86334131,9936387.372447122
59,59,5447.282710035138,173934517.2661849,True,-4112613.557616786,20761081.847522575
60,60,5363.701130737623,28648285.105525892,True,-1432451.0636647874,4654871.061226994
61,61,5363.430045904789,51135640.675214425,True,-1792457.464774559,7088023.835304946
62,62,5363.430045904789,4326190.216233341,True,-205592.8055528283,700594.3233155239
63,63,5363.430045904789,124400199.51920572,True,-3985521.4300087215,16874818.6511927
64,64,5363.430045904789,142512653.62564626,True,-5546009.913940718,21314234.77304672
65,65,5315.409830673377,28037464.63698553,True,-998031.0703858031,3966453.7845345684
66,66,5315.409830673377,85721136.10110703,True,-4255020.20257624,15461075.461085545
67,67,5315.409830673377,132963386.85968626,True,-5933638.763442807,21679093.18927384
68,68,5315.030669625593,41530997.5080679,True,-1619557.1079363415,5193329.7297203075
69,69,5315.030669625593,80482944.47173147,True,-2171459.2608225686,11022467.55446537
70,70,5315.030669625593,147473947.91565362,True,-10094080.478988612,30784963.15523692
71,71,5315.030669625593,99050163.19247025,True,-5312396.949773882,19053487.69637135
72,72,5315.030669625593,116941115.0660169,True,-2015973.8811491092,12691138.852465335
73,73,5315.030669625593,110002268.6069424,True,-5171522.852063874,17930991.908718172
74,74,5315.030669625593,148483744.9179191,True,-6526892.54550798,21052003.529095795
75,75,5255.971530786333,47327874.53432682,True,-1745477.3310237832,7192040.113209327
76,76,5240.563787401524,28629717.524740193,True,-1309019.7069912257,4800896.046987104
77,77,5240.563787401524,117057121.65981352,True,-5117832.81500522,18648773.25805534
78,78,5209.03245018687,105442696.64921908,True,-4811959.830688733,18996856.25132856
79,79,5209.03245018687,85540877.80101839,True,-3536571.5553648695,12237163.910544345
80,80,5209.03245018687,32711904.80661006,True,-1382460.6641749423,4760459.654137786
81,81,5209.004691297459,11015233.3012715,True,-384239.3777191029,1340903.7038461617
82,82,5207.910627564356,82761449.0845256,True,-2425209.0817215727,11544850.899958732
83,83,5206.53835473159,52991776.130189456,True,-1932405.3279427025,6760415.461767093
84,84,5206.436333817101,15992901.038523939,True,-716933.1653121538,2502091.301676015
85,85,5122.677404798246,94610340.98379456,True,-3983433.4103548857,14538631.485867843
86,86,5122.677404798246,139744086.09220737,True,-6926361.956803144,24595712.153656412
87,87,5120.863416805001,37109516.206441574,True,-1736129.9462192168,6034031.942935639
88,88,5120.863416805001,50606719.4488115,True,-858814.2909319848,5551854.351832941
89,89,5120.863416805001,109959218.09597552,True,-5012880.231317595,16507833.407902215
90,90,5120.863416805001,96743176.52582163,True,-5709893.541284033,18355712.492296804
91,91,5120.6590044366985,93894884.63317573,True,-3239033.915381421,12662762.036669973
92,92,5120.6590044366985,22825573.80892148,True,-694278.1564842248,2856590.378963749
93,93,5120.6590044366985,117193681.23883675,True,-6541433.008432338,21094690.38926847
94,94,5120.6590044366985,58505731.09578334,True,-3348098.3384920075,11126380.864334859
95,95,5112.335911377868,65862043.90127173,True,-1635969.1627363202,7603532.137447787
96,96,5112.335911377868,97091952.79321557,True,-1589947.8238084004,10232542.564190092
97,97,4946.469719525869,62136832.70663151,True,-2008661.7176224818,8564169.74650364
98,98,4946.469719525869,44038224.50665198,True,-1566010.0637503848,6205096.655582929
99,99,4946.469719525869,144812372.91656935,True,-4113602.793303926,17240545.669004466
100,100,4946.469719525869,219521771.6689258,True,-9310018.552828232,31698900.806337465
101,101,4946.469719525869,124625496.14573158,True,-3288057.220369899,15713319.362679271
102,102,4946.469719525869,25228744.071217313,True,-1070078.846055427,3292361.8149570283
103,103,4946.462654609062,138705922.72739336,True,-3519178.2970246184,16456519.403985301
104,104,4946.462654609062,229417508.09516963,True,-6520624.391948239,26841133.49348741
105,105,4946.462654609062,94748227.70709209,True,-4898811.22631201,16374356.881639557
106,106,4946.462654609062,29177808.492882702,True,-1815025.6858955682,5390969.810638809
107,107,4946.462654609062,112611295.23173235,True,-6835167.910310442,17794706.042198777
108,108,4946.462654609062,72258843.29289235,True,-3694345.228133429,11274902.140708113
109,109,4946.462654609062,94250417.72821283,True,-4784351.901055216,14731572.61075251
110,110,4946.462654609062,95541953.77605432,True,-3125770.1379957967,13141962.0397818
111,111,4946.462654609062,89818814.70042159,True,-5834019.404270304,16065775.89726467
112,112,4882.631285228215,93140411.28863917,True,-4609979.306864014,17242656.913990155
113,113,4882.631285228215,94372472.38391863,True,-2655135.4614689182,11601538.643876886
114,114,4882.631285228215,93140411.28863917,True,-5652234.947964107,18166895.178380135
115,115,4882.631285228215,36497325.73805663,True,-1236341.32721641,5723526.867840463
116,116,4882.631285228215,91991781.4604095,True,-5905575.232827453,16774579.63904644
117,117,4882.631285228215,94467675.99280177,True,-5345873.764581501,18747199.48453646
118,118,4882.631285228215,58742957.802825145,True,-1091985.0214142562,6271802.139109917
119,119,4882.631285228215,123483420.00068904,True,-3875762.312856261,16010834.001769722
120,120,4882.631285228215,73920987.34519698,True,-2634507.841520705,9911239.20788455
121,121,4882.631285228215,94467675.99280177,True,-3263844.631618927,12057256.060063167
122,122,4882.631285228215,39166206.76766254,True,-2264730.2947563403,6928091.476242887
123,123,4882.631285228215,58218457.735097304,True,-2755832.951813,9612400.31467315
124,124,4882.6027442620625,195193177.07198182,True,-6865675.229617471,24960199.120803703
125,125,4882.6027442620625,84542150.41682328,True,-4786175.404843249,16364771.110805096
126,126,4882.6027442620625,64203682.16424509,True,-2776271.651172563,9987433.364333011
127,127,4882.6027442620625,109006154.46957506,True,-3006091.2921619434,12857926.518294776
128,128,4882.6027442620625,141922557.0048088,True,-6148596.898232394,22611183.46415206
129,129,4882.6027442620625,47121157.295217,True,-1601785.9410824107,6154584.546267663
130,130,4882.6027442620625,130737480.3985372,True,-4055723.9323251434,16521971.320083067
131,131,4882.6027442620625,82248632.6541883,True,-3269790.445371106,12660225.150120854
132,132,4882.6027442620625,123976497.0957466,True,-3932822.487265955,14933847.142945563
133,133,4882.6027442620625,93800244.85019241,True,-3034808.5015538805,11919782.277165512
134,134,4882.6027442620625,114944874.8391513,True,-5576145.851692874,18582994.94069962
135,135,4847.826887393948,159221103.59235263,True,-2920641.63812817,16946130.585079823
136,136,4847.826887393948,51108603.50701195,True,-2932997.0129520716,9406503.287381256
137,137,4847.826887393948,99890020.80544047,True,-3951405.695285488,16673074.350891866
138,138,4847.826887393948,43015052.3608646,True,-1333697.0504293973,5198587.298979691
139,139,4847.826887393948,93456029.0245689,True,-3959534.1519694845,13779587.669161582
140,140,4847.826887393948,111110510.31974483,True,-6585936.846720268,19046503.138483435
141,141,4847.826887393948,40371146.62179214,True,-1963936.2791542253,7186880.190899264
142,142,4847.826887393948,44280933.637134686,True,-2039853.5590581251,7240851.84430076
143,143,4847.826887393948,40371146.62179214,True,-1290798.4976635785,5216835.877017045
144,144,4847.826887393948,137248461.0619111,True,-3857228.0025279117,17236789.894691776
145,145,4847.826887393948,77361707.88764402,True,-2619933.7842527186,10451168.87938089
146,146,4847.826887393948,44971023.44645229,True,-2827012.448207755,8640834.587064115
147,147,4847.796597949225,49296742.90121486,True,-1698920.7443333184,7432058.501348349
148,148,4847.796597949225,54647364.52333352,True,-2647603.2634439105,8869967.100494204
149,149,4847.796597949225,48983531.75754343,True,-2249982.8360119034,7759870.422581079
150,150,4832.588221921988,75545510.66971408,True,-1820594.2206696405,8425234.976204704
151,151,4832.588221921988,29252730.684936672,True,-1215009.156733906,4311252.032843493
152,152,4832.588221921988,278546908.3668202,True,-6830703.326676675,33783850.70331417
153,153,4832.588221921988,131677123.95834573,True,-2857165.1868825746,14354597.89165242
154,154,4832.588221921988,84407339.89676863,True,-1793256.685522506,9388588.890982525
155,155,4832.588221921988,91824140.64169589,True,-3190522.32307673,13597115.797881752
156,156,4831.666170633298,117095446.73517632,True,-4143412.8755656197,15247209.473118195
157,157,4831.6394828509365,141464524.04036295,True,-8224005.91527762,24711538.58639284
158,158,4831.6394828509365,170189548.1951261,True,-6032913.780789684,22608623.87262014
159,159,4831.6394828509365,215370238.46026647,True,-7578497.646543279,32743176.702345017
160,160,4831.6394828509365,85422159.49952956,True,-3327971.8283797675,12603138.642503908
161,161,4831.6394828509365,59666220.6136463,True,-3302399.3815616765,10872381.838084131
162,162,4831.6394828509365,228625415.3694943,True,-9679171.164982336,32289137.297887105
163,163,4831.6394828509365,55323501.07185643,True,-2508708.6928198826,9122887.364776073
164,164,4831.6394828509365,74822839.05700555,True,-5396639.168449691,14329581.57804216
165,165,4831.6394828509365,99175683.89318736,True,-5161899.054855302,17007930.653922994
166,166,4831.6394828509365,120894962.3440952,True,-6562586.595941424,21298637.493368726
167,167,4831.6394828509365,134764076.41363436,True,-4393989.3378125075,17429404.831015818
168,168,4831.6394828509365,84901489.96387836,True,-3362328.7788761985,11013552.113162735
169,169,4831.6394828509365,89839142.91310953,True,-4390973.660994751,14602129.834972259
